edad,anim,pito,walo,siyam,sampu,labing isa,labing dalawa,six years old,seven years old,eight years old,nine years old,ten years old,eleven years old,twelve years old,,,,,,,,,,
kumakain ka ba ng mga madadahong gulay? anong mga madadahong gulay ang iyong kinakain?,opo,hindi,minsan,hindi palagi,depende sa gulay,,,,,,,,,,,,,,,,,,,
nagmemeryenda ka ba?,oo,opo,minsan,hindi,hindi ko alam,,,,,,,,,,,,,,,,,,,
"kung oo, ilan beses ka magmeryenda?",isa,dalawa,tatlo,apat,higit sa apat na beses,hindi ko alam,,,,,,,,,,,,,,,,,,
ano klaseng meryenda ang madalas mong kainin?,prutas,biskwit,tinapay,juice,kendi,tsokolate,junk foods,cake,kahit ano,hindi ko alam,,,,,,,,,,,,,,
kaya mo bang buksan ang mga balot o lalagyan ng mga pagkain mag-isa?,opo,minsan,hindi,hindi ko alam,,,,,,,,,,,,,,,,,,,,
ikaw ba ay tumutulong sa paghahanda ng inyong pagkain?,opo,hindi,minsan,hindi ko alam,,,,,,,,,,,,,,,,,,,,
"kung oo, ano klaseng tulong ang iyong ginagawa?",naghahanda ng plato,naghahain,kumukuha ng kanin,nagluluto ng hotdog,gumagawa ng cookies,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,,,
kaya mo bang maubos ang pagkaing nakahain para sa iyo sa isang upuan?,hindi,oo,may natitira konti,minsan,hindi ko alam,,,,,,,,,,,,,,,,,,,
"kung hindi, gaaano karami ang natitira sa iyong pinggan?",konti,kalahati ng kinuha ko,madami,hindi ko alam,,,,,,,,,,,,,,,,,,,,
ano ang posibleng dahilan kung bakit hindi mo maubos ang pagkain mo?,busog na ako,marami akong kinuha,maraming nainom na tubig,mabilis mausog,hindi ko alam,,,,,,,,,,,,,,,,,,,
kaya mo bang bihisan ang iyong sarili?,oo,hindi,minsan,hindi ko alam,,,,,,,,,,,,,,,,,,,,
"kung hindi, ano klaseng tulong ang kailangan mo?",pagsuot ng damit,hindi ko alam,,,,,,,,,,,,,,,,,,,,,,
kaya mo bang gumamit ng banyo mag-isa? kaya mo bang hugasan ang sarili mo matapos umihi o dumumi?,oo,hindi,minsan,,,,,,,,,,,,,,,,,,,,,
kaya mo bang maligo ng mag-isa lamang?,oo,hindi,minsan,,,,,,,,,,,,,,,,,,,,,
"kung hindi, ano klaseng tulong ang kailangan mo?",paghuhugas matapos dumumi,paliligo,hindi ko alam,,,,,,,,,,,,,,,,,,,,,
"ikaw ba ay gumagalaw mag-isa at walang tulong (hal. lumipat sa upuan, umupo o tumayo)",oo,hindi,minsan,hindi ko alam,,,,,,,,,,,,,,,,,,,,
"kung hindi, ano klaseng tulong ang kailangan mo?",hindi ko alam,,,,,,,,,,,,,,,,,,,,,,,
ikaw ba ay may mga kalaro?,meron,marami,minsan,wala,,,,,,,,,,,,,,,,,,,,
ano ang iyong mga paboritong laro?,tayatayaan,habulan,basketball,volleyball,magbisikleta,sa celpone,chinese garter,lutolutuan,bahaybahayan,hindi ko alam,madami,,,,,,,,,,,,,
ikaw ba ay nahihirapan matulog sa gabi?,oo,opo,hindi,minsan,hindi ko alam,,,,,,,,,,,,,,,,,,,
"kung oo, alin sa mga ito ang dahilan kung bakit hindi ka makatulog                                                                                                                                                                                                                          1.) paghilik 2.) masamang panaginip 3.) hirap huminga 4.) hindi mapigilang pag-ihi 5.) pagihi sa kama 6.) ubo at sipon",masamang panaginip,baradong ilong,ubo at sipon,hindi ko alam,,,,,,,,,,,,,,,,,,,,
kailan nagsimula ang/ mga istorobo sa iyong pagtulog?,ngayon lang,nakaraang araw,nakaraang linggo,hindi ko alam,hindi ko matandaan,,,,,,,,,,,,,,,,,,,
ito ba ay paulit-ulit nang problema?,oo,minsan,hindi,hindi ko alam,,,,,,,,,,,,,,,,,,,,
"kung oo, ilang beses mo na ito nararanasan?",dalawang beses,tatlong beses,apat na beses,limang beses,anim na beses,pitong beses,walong beses,siyam na beses,sampung beses,hindi ko alam,,,,,,,,,,,,,,
ano ang kadalasan mong ginagawa para maresolba ang problema mo sa pagtulog?,,,pinapabayaan ko lang,magiiba ng posisyon,tatagilid,magkukumot,iinom ng gatas,,,,,,,,,,,,,,,,,
anong oras ka natutulog sa gabi?,7:00 pm,7:30 pm,8:00 pm,9:00 pm,10:00 pm,1030pm,11:00 pm,12:00 am,,,,,,,,,,,,,,,,
anong oras ka nagigising sa umaga,5:00 am,5:30 am,6:00 am,6:30 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,,,,,,,,,,,,,,,
ikaw ba ay may nakakaramdamang sakit o kirot sa katawan.,dahil sa sugat at dapa po,hindi naman po,hindi po,hindi po mam,kasi may pantal ako,kumirot ang puso dahil sa pagod,madalas,madalas po,masakit ang ulo at tiyan,masakit po yung tiyan,minsan,minsan po,opo,sakit ng ulo at ngipin,,,,,,,,,,
ikaw ba ay gustong mapag-isa.,minsan,hindi po,madalas po,hindi,hindi po mam,hindi po,hindi,minsan po,madalas,,,,,,,,,,,,,,,
ikaw ba ay madaling mapagod.,hindi po mam,minsan po,madalas po,tumatakbo ako sa labas,hindi po,minsan,minsan po mam,madalas,hindi po,madami ako energy,,,,,,,,,,,,,,
"ikaw ba ay di mapakali, di makaupo nang matagal sa isang lugar.",minsan po,minsan po ganyan,hindi po,minsan,madalas,hindi naman po,madalas,pag nabobored po ako,,,,,,,,,,,,,,,,
ikaw ba ay nagkakaroon ng problema sa aking titser.,minsan po,minsan po hindi ko naiintindihan ang tanong,hindi po,wala po kami problema ni teacher,hindi ko naintindihan yung tanong,hindi,hindi naman po,wala po,minsan,,,,,,,,,,,,,,,
ikaw ba ay hindi masyado interesado sa pag- aaral.,hindi po,"hindi po, mam",hindi po,hindi po,minsan po,minsan,hindi naman po,minsan,hindi ko po maintindihan,madalas po,hindi,,,,,,,,,,,,,
ikaw ba ay sobrang likot.,minsan,minsan po,hindi po,hindi di maintindihan yung tanong,madalas,hindi naman po,madalas po,opo,hindi,,,,,,,,,,,,,,,
ikaw ba ay madalas ay nangangarap ng gising.,hindi ko po maintindihan yung tanong,hindi ko po maintindihan ang tanong,opo,lagi po,lagi ko iniisip ang laro,madalas po,hindi po,minsan,minsan po,madalas,hindi,,,,,,,,,,,,,
ikaw ba ay mabilis malipat ang atensyon.,minsan po,madalas po,hindi po,ano po yung attention?,hindi,minsan,madalas,,,,,,,,,,,,,,,,,
ikaw ba ay takot sa mga bagong sitwasyon.,madalas po,madami po pinapagawa sa school,hindi po,opo,minsan po,hindi,ano po yung bagong sitwasyon,minsan,question mark po,hindi naman po,,,,,,,,,,,,,,
ikaw ba ay malungkutin.,minsan,hindi po,minsan po,madalas,hindi naman po,pagpinapalo ako,hindi,,,,,,,,,,,,,,,,,
ikaw ba ay iritable at madalas magalit.,minsan po,meron po ako akong dalawang kapatid na babae na gumaganti,inaaway kasi ako,madalas po,dahil binu bully ako ng kapatid kong babae,hindi ko naintindihan yung tanong,madalas,hindi po,madalas,minsan,pagmakalat yung gamit,kasi inaaway ako ng kaibigan ko,,,,,,,,,,,,
ikaw ba ay nakakaramdam ng kawalang pag- asa,minsan,hindi po,hindi ko naintindihan yung tanong,hindi ko maintindihan yung tanong,minsan po,hindi,minsan lang po,di ko alam kung bakit,,,,,,,,,,,,,,,,
ikaw ba ay hirap ituon ang pansin sa iisang bagay lamang.,ito po di ko maintindihan,opo madalas,hindi ko po maintindihan,minsan,hindi po,minsan po,hindi,minsan lang po,madalas po,,,,,,,,,,,,,,,
ikaw ba ay kaunting interes makipagkaibigan.,madalas po,hindi po,marami po akong friends sa online at sa school,minsan,hindi po,hindi,minsan po,question mark po,madalas,,,,,,,,,,,,,,,
ikaw ba ay nakikipag- away sa ibang bata.,hindi po,minsan binu bully ako,minsan po,minsan,hindi pa po,hindi naman po,nagkakapikunan sa laro,hindi,,,,,,,,,,,,,,,,
ikaw ba ay lumiliban o nag-aabsent sa klase.,minsan po,may sakit ako minsan,hindi po,hindi ko naintindihan yung tanong,minsan,kasi po masakit paa at tuhod ko kaya hindi ako pumasok,pinapatingin ko kay mama,madalas,minsan pag may sakit ako,minsan lang po,madalas po,tinatamad po,hindi,,,,,,,,,,,
ikaw ba ay bumababa ang mga marka sa eskwela.,minsan,minsan po,minsan,hindi,hindi po,ano po yung marka?,minsan lang po,bumaba po,dati pa,,,,,,,,,,,,,,,
ikaw ba ay walang tiwala sa sarili,hindi po,hindi ko naintindihan yung tanong,madalas,"pag may pangarap po ako, minsan po mahirap abutin",minsan po,minsan,minsan lang po,madalas po,hindi,,,,,,,,,,,,,,,
ikaw ba ay kumukunsulta sa doktor na wala naming nakikitang problema ang doktor.,hindi po mam,si mama nakikita ang sakit namin,hindi po,minsan,madalas,hindi,wala po,,,,,,,,,,,,,,,,,
ikaw ba ay hirap matulog.,minsan po mam,minsan naiinitan ako,minsan nalalamigan,minsan po,hindi pa kasi ako inaantok,hindi po,minsan,madalas,hindi naman po,madalas po,minsan lang po,pagumiinom ng kape,hindi,,,,,,,,,,,
ikaw ba ay palaging nag-aalala.,minsan po,hindi po,hindi ko naintindihan yung tanong,minsan,question mark po,baka po may nangyari na kay mama,si mama ko po,minsan lang po,pamilya ko po inaalala ko,baka maligaw mama ko,,,,,,,,,,,,,,
ikaw ba ay hirap humiwalay sa aking magulang,opo,marami akong kinatatakutan,hindi po,hindi ko naintindihan yung tanong,madalas,madalas po,pagwala sila nagce cellphone lang ako,minsan po,minsan lang po,minsan,,,,,,,,,,,,,,
ikaw ba ay hindi mabuting bata,minsan po,mabuti ako bata,mabuti po,hindi po,hindi ko po alam,hindi,hindi ko po maintindihan,mabuti akong bata,di po ako nangaaway,minsan,madalas po,,,,,,,,,,,,,
ikaw ba ay gumagawa ng mga bagay o aksyon na walang pag-iingat.,minsan po,madalas po,minsan,hindi,hindi po,hindi ko maintindihan yung tanong,,,,,,,,,,,,,,,,,,
ikaw ba ay palaging nasasaktan.,minsan po,pinapalo kasi minsan nila mama,napapalo po ako,hindi po,minsan,question mark,ano po ulit,hindi naman po,madalas po,hindi,nadadapa or napapalo po,lagi ako inaaway,mga kalaro kong lalaki at babae,,,,,,,,,,,
ikaw ba ay palaging kulang sa kasiyahan.,ano po ibig sabihin ng tanong na ito,hindi po po maintindihan,minsan,kapag wala akong kalaro,hindi po,hindi ko po naiintindihan yung tanong,madalas,question mark,"minsan po, pag sad ako",minsan po,lagi ako masaya,pagnapapagalitan,pagwala pamilya ko,madalas po,dahil pagumuulan di po ako makalaro,hindi,,,,,,,,
ikaw ba ay kumikilos ng hindi naaayon sa aking edad.,minsan,hindi po,minsan po,hindi po,question mark,pampabata po yung mga laro ko,madalas po,madalas,hindi ko maintindihan yung tanong,hindi,,,,,,,,,,,,,,
hindi nakikinig sa mga patakaran at paalala,minsan,hindi po,madalas,question mark po,nakikinig naman po,minsan po,maglinis ng higaan,madalas po,hindi,,,,,,,,,,,,,,,
ikaw ba ay hindi nagpapakita ng damdamin.,minsan po,nagpapakita ng damdamin,hindi po,hindi,minsan sinasabi ko,minsan hindi,di ko maintindihan yung tanong,madalas,minsan lang po,kapag malungkot ako,,,,,,,,,,,,,,
ikaw ba ay hindi naiintindihan ang damdamin ng ibang tao.,hindi ko po maintindihan itong tanong,opo,hindi ko po maintindihan,next question po,minsan,madalas,di ko maintindihan yung tanong,minsan po,madalas po,hindi po,,,,,,,,,,,,,,
ikaw ba ay mapanukso sa iba.,hindi po,minsan,hindi,hindi po ako palatukso,paano pong tukso?,minsan po,,,,,,,,,,,,,,,,,,
ikaw ba ay sinisisi sa iba ang masamang nangyayari sa akin.,hindi po,minsan,hindi,hindi naman po,minsan po,madalas po,"kahit wala ako kasalanan, dinadamay ako",,,,,,,,,,,,,,,,,
ikaw ba ay kumukuha ng bagay na hindi sa akin / o hindi ko pag- aari.,hindi po,hindi ko po naintindihan yung tanong,hindi,question mark po,minsan,minsan po,,,,,,,,,,,,,,,,,,
ikaw ba ay madamot.,hindi po,minsan,hindi naman po,hindi,minsan po,minsan lang po,namimigay po ako,,,,,,,,,,,,,,,,,
